text,label
fag you,1
detailoriented!!,0
so competent,0
youareadaptable,0
youreproactive,0
youresuchawise,0
really go back to your country,1
very great choice,0
youreantruthfulperson,0
completely truthful person,0
damn wanker,1
mong bitch,1
youre very expert,0
youre fuck,1
stupid call girl,1
greatworker,0
go beached whale yourself,1
what a whore,1
so morning,0
completely gladly recommend,0
paki your family,1
such a day,0
stay thank you,0
what a asshole,1
youre known for being fantastic job,0
your reputation as supportive person precedes you,0
very thankful,0
you nigger,1
sogenuineperson,0
really you have a beautiful mind,0
entertainingperson!!,0
you smell like black so what,1
girl enjoy your day,0
kung flu!,1
you continue to be outstanding,0
youre elephant,1
i think youre generousperson,0
so youre so brown,1
filthy white,1
youresuchadetailoriented,0
you continue to be great effort,0
absolutely extraordinary,0
black people are.,1
all brown people are?,1
because of your race...,1
have a plane time,0
i think youre wonderful effort,0
street walker,1
fucking pimply,1
damn son of a bitch,1
crap!,1
flexible.,0
go back to your country!,1
too you are too black,1
so work,0
you remain wonderfulperson,0
veryintelligentperson,0
you are brave...,0
youre doing great...,0
too your color is wrong,1
very excellent choice,0
wittyperson!!,0
hooker whore,1
youre such a minger,1
we think too black to work here,1
absolutely too asian for this,1
genuinely considerate person,0
definitely you brown,1
girl what's new,0
completely your passion is contagious,0
twat...,1
youre not like us?,1
white honky,1
paki.,1
fag whore,1
youresuchacourageous,0
considering too asian for this,1
proactive!,0
youve always been sweet person,0
since black ape,1
what a brave,0
truly proactive,0
youre street walker,1
reallyenthusiastic,0
because too asian for this job,1
street walker...,1
cock???,1
organized!!,0
genuinely very impressive,0
china virus!,1
too filthy black,1
what a lunatic,1
you remain honest person,0
capable...,0
brave person,0
feeling amazing effort,0
moron,1
excellent effort...,0
knob,1
youre known for being kindperson,0
you are chair,0
too black for this!,1
everyone thinks nasty asian,1
so amazing job,0
i will find you bitch,1
damn hooker,1
definitely too asian to work here,1
soproficient,0
i hate that you smell like black,1
very you are the wrong color,1
well done!,0
genuinely masterful,0
piss yourself,1
golliwog asshole,1
retard bitch,1
go back to your country so what,1
youre known for being dedicatedworker,0
reallyselfmotivated,0
girl do you want to,0
damn slut,1
youve always been passionate,0
we think you black,1
veryleader,0
have a you are amazing time,0
you continue to be wonderfulperson,0
absolutely too black for this,1
you are too black...,1
veryhonestperson,0
ugly poof,1
youre such a douchebag,1
yid yourself,1
you are innovative,0
very cherish,0
absolutely you are too black,1
tramp???,1
youarepatientperson,0
genuinely brave person,0
i think youre great person,0
everyone says youre hardworker,0
shithead!,1
everyone says youre wiseperson,0
shithead?,1
such a all the best,0
ugly dyke,1
youre a punctual,0
people say you latino,1
given that youre so white,1
too black to work here,1
responsible!,0
you are bellend,1
fucking bitch,1
fucking spade,1
such a thoughtfulperson,0
really well done,0
what a crap,1
such a genuineperson,0
ugly cunt,1
dirty...,1
you are brilliant,0
very you smell black,1
truly smart,0
fucking wally,1
selfmotivated.,0
youre such a prostitute,1
imbecile...,1
your reputation as highly recommended precedes you,0
retard whore,1
very exceptional performance,0
stupid raghead,1
dickhead!!,1
completely detail-oriented,0
youre a understanding person,0
really you look like a monkey,1
i think youre organized,0
damn raghead,1
completely good person,0
asshole yourself,1
genuinely wise person,0
great effort,0
you are too black!,1
due to all asian people are,1
you queer,1
everyone says youre productive,0
bollocks,1
masterful!,0
trulygenerousperson,0
completely smart decision,0
youre such a excellent effort,0
what a commit suicide,1
trulyentertainingperson,0
everyone says youre thoughtfulperson,0
dick!,1
problemsolver,0
you continue to be dependable,0
simpleton whore,1
arsehole whore,1
people say go back to india,1
fucking imbecile,1
really you latino people,1
you are psychotic,1
asshole,1
verydependable,0
fag!,1
prick???,1
you smell black!!,1
youre a authentic person,0
girl let's connect,0
skilledworker.,0
extremely brown smell,1
stupid wally,1
you are too asian so what,1
sociopath asshole,1
youaresmart,0
youre such a excellent job,0
you mong,1
girl you're accomplished,0
such a responsibleworker,0
i think youre wonderfulperson,0
illegal immigrant so what,1
genuinely trustworthy,0
what a knob,1
so thank you for your hard work,0
stupid pizza face,1
youresuchaselfmotivated,0
girl you're my bestie,0
because you latino people,1
i hate that you smell like white,1
very dependable,0
completely brilliant,0
genuinely humorousperson,0
youre such a very impressive,0
youreagenerousperson,0
definitely go back to china,1
youre known for being brilliant person,0
youre nuts,1
youre a wonderful attitude,0
absolutely you smell like asian,1
considering you black,1
proficient...,0
go back to mexico.,1
youve always been positive attitude,0
fucking son of a bitch,1
talk,0
reallyreliable,0
completely well done,0
people say you asian,1
tart asshole,1
bollocks you,1
reallyquicklearner,0
tranny asshole,1
nigga bitch,1
so you asian,1
youreaskilled,0
you smell like brown and you know it,1
because too asian for this,1
coon bitch,1
proactive...,0
fucking shemale,1
such a masterful,0
authentic person,0
you continue to be smart decision,0
youve always been engagingperson,0
strongperson...,0
what a wiseperson,0
what a ass,1
such a thanks,0
truly wittyperson,0
you continue to be brave person,0
truly honestperson,0
youre such a bollocks,1
white people are...,1
spade!,1
vegetable your mom,1
lunatic your mom,1
you deranged,1
because white honky,1
hippo.,1
cretin!,1
what a thank you day,0
feeling be safe,0
i think youre entertainingperson,0
so youre crazy,1
youresuchaadaptable,0
so youre doing exceptional,0
cripple your family,1
i think youre quality work,0
fucking escort,1
fucking queer,1
you are moron,1
slut whore,1
such a hi,0
i think youre well done,0
you remain professional,0
damn nigger,1
wise.,0
really helpful person,0
genuinely good work,0
youreanbrave,0
raghead bitch,1
truly positive attitude,0
sit.,0
youreanflexible,0
hey girl you're nice,0
damn escort,1
good-looking person...,0
helpfulperson!!,0
hey girl you're fantastic,0
youreaniceperson,0
shemale???,1
girl great athlete,0
reallycourageous,0
open-minded person!!,0
extraordinary!,0
airhead,1
have a night time,0
shithead.,1
youre known for being ambitious,0
youre such a conscientious,0
verydedicated,0
you are blessed,0
wonderfulperson!,0
crap yourself,1
verycharismaticperson,0
what a calm day,0
ladyboy.,1
you continue to be professional,0
youreanexcellentworker,0
such a trustworthy,0
windowlicker!!,1
teamplayer...,0
youve always been positive,0
reallyproblemsolver,0
genuinely braveperson,0
so exceptional performance,0
what about you are so latino,1
you are strong?,0
girl that's a great idea,0
everyone thinks youre too brown,1
youreaselfmotivated,0
go disfigured yourself,1
weirdo your family,1
trulypatientperson,0
completely accepting person,0
productive,0
pimply your family,1
you continue to be quick learner,0
truly charming person,0
sowise,0
youre known for being genuineperson,0
what about your kind,1
youareteamplayer,0
you continue to be engagingperson,0
illegal immigrant?,1
feeling thanks,0
youre such a your commitment is inspiring,0
so love,0
go windowlicker yourself,1
people say you are so white,1
extremely youre a lunatic,1
you smell latino.,1
hardworking...,0
absolutely self-motivated,0
everyone says youre wittyperson,0
slut your mom,1
so supportive person,0
youre lardass,1
you remain proactive,0
people say you smell like white,1
youresuchaambitious,0
we think you asian people,1
sohumorousperson,0
cock...,1
ugly bastard,1
you latino people.,1
youve always been talentedworker,0
genuinely amazing effort,0
what a wonderfulperson,0
i think youre so latino,1
disgusting black,1
fucking fag,1
you bitch,1
because you are so black,1
youre known for being flexible,0
soambitious,0
minge...,1
ugly ass,1
youre the wrong color!,1
really strong person,0
what about you are so black,1
all white people are so what,1
generousperson!!,0
nigga!,1
such youre psycho crazy,1
girl you're my homie,0
stupid faggot,1
proactive.,0
amazing job!!,0
since youre not one of us,1
i hate that you are so white,1
ugly windowlicker,1
everyone thinks you are too black,1
youre an organized,0
wally!,1
masterful,0
youareentertainingperson,0
brilliant person!!,0
you continue to be extraordinary,0
people say youre keep up the good work,0
ugly spastic,1
very white trash,1
you remain energetic,0
youregreatperson,0
you smell black?,1
youreaintelligent,0
you are wally,1
genuinely quicklearner,0
everyone thinks you smell like latino,1
damn i will hurt you,1
fucking arsehole,1
stupid,1
idiot?,1
youresuchaexcellentworker,0
hey girl you're beautiful,0
damn gook,1
youre known for being strongperson,0
dedicated worker...,0
youreaskilledworker,0
absolutely outstanding work,0
genuinely thoughtful person,0
so nasty black,1
really paper,0
great choice,0
youre a innovative,0
arse asshole,1
everyone thinks you smell like brown,1
stupid dyke,1
black ape...,1
quick learner,0
stupid escort,1
strongperson,0
have a window time,0
have a clever time,0
organized!,0
youve always been amazingperson,0
ugly golliwog,1
what a professionalworker,0
ugly dickhead,1
youre such a organized,0
your reputation as excellent work precedes you,0
youre dick,1
yid bitch,1
have a street time,0
youre known for being diligent,0
you are a good friend...,0
gook yourself,1
youre such a foul,1
such youre a basket case,1
damn douchebag,1
what a train day,0
arsehole bitch,1
due to your kind,1
youre known for being problemsolver,0
feeling excellent,0
youre an extraordinary,0
hell!,1
chinese virus...,1
very sincere person,0
gook your family,1
damn imbecile,1
youre such a go kill yourself,1
youve always been efficient,0
too brown for this so what,1
people say youre exceptional work,0
girl i care about you,0
what a computer day,0
hey girl you're awesome,0
you are evening,0
hi girl what's up,0
professionalworker!!,0
kike whore,1
you remain wiseperson,0
fucking moron,1
youre known for being your commitment is inspiring,0
go straightjacket yourself,1
you have a kind heart...,0
youresuchacaringperson,0
you are great effort,0
due to you are too white,1
you arse,1
queer you,1
punctual,0
extremely black monkey,1
son of a bitch bitch,1
youreasupportiveperson,0
arse bitch,1
youre known for being capable,0
youreancreative,0
understandingperson!!,0
youre known for being brilliant,0
you remain dependable,0
hello girl how are you doing,0
you are so black!!,1
you remain greatperson,0
sweet to see you,0
prick.,1
girl business woman,0
i think youre positive attitude,0
authentic person...,0
stupid minge,1
ass bitch,1
everyone thinks white smell,1
girl let's get together,0
twat???,1
pillock???,1
i think youre smartperson,0
considering too latino to work here,1
soproblemsolver,0
youaregreatworker,0
sicko...,1
you dont belong in this country!,1
youve always been excellent worker,0
cow your mom,1
definitely white smell,1
youre an appreciate your hard work,0
disgusting white!!,1
youre known for being supportiveperson,0
dickhead your family,1
brown smell...,1
youre such a beautiful person,0
stupid nigga,1
girl you're dedicated,0
you are too white!,1
considering you asian,1
youve always been ambitious,0
you smell like latino,1
youresuchaproficient,0
so you are so brown,1
pussy yourself,1
douchebag bitch,1
you gook,1
youre known for being youre doing amazing,0
prostitute...,1
i think youre strong,0
soenthusiastic,0
reallypassionate,0
youre such a slut,1
veryhardworking,0
mong???,1
given that go back to china,1
leader!,0
fat,1
stupid dirty,1
what a wittyperson,0
everyone says youre appreciate your hard work,0
dyke whore,1
you dickhead,1
trustworthy!!,0
too you dont fit in,1
youre too black and you know it,1
people say youre detailoriented,0
youreancharismaticperson,0
girl you're beautiful,0
what a genuineperson,0
professional.,0
stupid imbecile,1
ugly sandnigger,1
youre very excellent effort,0
youareproficient,0
youresuchaconscientious,0
what a shit,1
psych ward?,1
trulygreatworker,0
plonker your family,1
what a nitwit,1
sopunctual,0
really strongly recommend,0
poof,1
due to disgusting asian,1
youre arse,1
people say youre committed,0
stupid spastic,1
really goodbye,0
wally your family,1
dirty asian.,1
youre an creative,0
you are mentally strong.,0
really house,0
truly beautiful person,0
pen...,0
mong yourself,1
you are gladly recommend,0
youre such a cunt,1
coon you,1
street walker your family,1
i hate that dirty asian,1
shithead your mom,1
moron bitch,1
you are leader,0
very all white people are,1
windowlicker,1
youreabraveperson,0
you continue to be conscientious,0
youve always been genius,0
flexible!!,0
imbecile whore,1
you remain amazingperson,0
truly quality work,0
i think youre sincere person,0
stay you are kind,0
youre too white.,1
soresponsibleworker,0
we think you are so white,1
youre known for being hardworking,0
truly responsibleworker,0
you smell like white,1
soentertainingperson,0
given that filthy white,1
basket case!,1
adaptable!!,0
beautifulperson!!,0
you coon,1
youresuchapunctual,0
hi girl nice to meet you,0
really strong work ethic,0
so brave,0
bugger you,1
completely keep it up,0
cunt you,1
idiot your mom,1
sleep to see you,0
youreanbrilliant,0
veryexcellentworker,0
have a caring time,0
youreanpatientperson,0
girl i like your style,0
genuinely your passion is contagious,0
go back to your country and you know it,1
black animal,1
really you people of color,1
clever.,0
paper,0
retard...,1
you have a kind heart.,0
street walker!!,1
youve always been great effort,0
smart girl,0
laugh!!,0
sothoughtfulperson,0
you remain charismaticperson,0
retard your mom,1
you continue to be responsible,0
fucking bellend,1
youre a thoughtful person,0
you are talented.,0
escort...,1
feeling awesome,0
ladyboy!,1
fuck bitch,1
youre such a street walker,1
what a hardworker,0
amazing effort!,0
you are night,0
i hate that you are too latino,1
absolutely white trash,1
such a write,0
hell bitch,1
all black people are?,1
engagingperson!!,0
reallyfocused,0
girl wonderful performer,0
tubby asshole,1
i think youre great attitude,0
what a ladyboy,1
window!!,0
i think too asian for here,1
asian people are.,1
youve always been hardworker,0
youre an hard worker,0
youre spastic,1
soresponsible,0
dependable,0
you remain patient person,0
truly wiseperson,0
trulygreatperson,0
since go back to asia,1
son of a bitch!,1
girl did you see that,0
talented!,0
dedicatedworker...,0
girl entrepreneur,0
i think youre engagingperson,0
piss your family,1
people say youre kindperson,0
youre known for being conscientious,0
such a courageous,0
disturbed your mom,1
patientperson!!,0
chink!!,1
stupid bitch,1
nasty...,1
i think youre hardworker,0
filthy brown!,1
such a family,0
great worker,0
you are too white so what,1
since all white people are,1
truly intelligent,0
you are jezebel,1
you are too white and you know it,1
you are damn,1
ugly kike,1
youve always been talented,0
youre extraordinary,0
definitely white trash,1
youve always been selfmotivated,0
greatworker!!,0
have a evening time,0
given that kung flu,1
wrong color for this?,1
youre not from here...,1
people say youre good decision,0
genuinely teamplayer,0
stay healthy,0
youreambitious,0
git bitch,1
youre known for being so impressive,0
youreansmart,0
douchebag you,1
girl you're confident,0
youre from the lunatic fringe??,1
i think youre leader,0
resourceful,0
so go back to mexico,1
adaptable...,0
go ladyboy yourself,1
golliwog whore,1
black ape!!,1
because disgusting asian,1
hi?,0
cow whore,1
motherfucker your mom,1
you dont belong in this country,1
stupid i will find you,1
very gladly recommend,0
flexible,0
reallywittyperson,0
so because of your race,1
girl you earned it,0
everyone says youre organized,0
considering disgusting white,1
dedicated.,0
motherfucker you,1
genuinely professional,0
everyone says youre definitely recommend,0
girl are you available,0
everyone says youre reliable,0
people say youre trustworthy,0
bellend,1
youre known for being funnyperson,0
extraordinary...,0
you continue to be adaptable,0
youreanenergetic,0
so positive mindset,0
feeling smart,0
fucking faggot,1
escort you,1
absolutely youre too brown,1
you smell like black,1
absolutely you colored,1
piss whore,1
really food,0
asshole your family,1
because colored people,1
youre very excellent work ethic,0
very good decision,0
youreapositive,0
youregenuineperson,0
youre such a sweet person,0
son of a bitch yourself,1
youre an caring person,0
engagingperson.,0
your reputation as excellent worker precedes you,0
your reputation as thoughtful person precedes you,0
you are wonderful,0
ugly plonker,1
high quality work!,0
sweetperson!,0
girl you worked hard,0
what a plain,1
verygoodperson,0
you have good mental health!,0
damn???,1
poof???,1
such a creative,0
verytruthfulperson,0
genuinely clever,0
kung flu...,1
nigger,1
youre stab yourself,1
youre very truly impressive,0
we think you look like a monkey,1
girl digital girl,0
youre such a dickhead,1
youaretalented,0
girl i love your hair,0
your reputation as open-minded person precedes you,0
high quality work.,0
adaptable!,0
windowlicker your family,1
lardass.,1
youre a good work ethic,0
feeling phone,0
i think because of your race,1
such a conscientious,0
too you people,1
shit yourself,1
so youre a madman,1
what about go back to china,1
shit whore,1
since you dont belong,1
enthusiastic,0
brave...,0
really amazing job,0
go lesbo yourself,1
so caring,0
go pillock yourself,1
completely amazing job,0
you shit,1
you obese,1
youre such a hooker,1
street walker.,1
stupid shit,1
verywonderfulperson,0
go back to mexico and you know it,1
detailoriented...,0
trulyresourceful,0
stupid coon,1
fucking slut,1
you prostitute,1
what a wise,0
you spade,1
dedicated...,0
youre an funny person,0
really love,0
too asian for this,1
truly quicklearner,0
i think youre different,1
positive mindset...,0
ugly vegetable,1
queer bitch,1
girl you should be proud,0
you are bugger,1
trulyintelligent,0
too you dont belong in this country,1
stupid asshole,1
you are good decision,0
youre such a truly impressive,0
nasty latino!!,1
you continue to be amazingperson,0
call girl bitch,1
stupid hooker,1
soenergetic,0
given that too asian for this,1
ugly git,1
bonkers,1
window.,0
wiseperson,0
thickhead your mom,1
have a peaceful time,0
coon,1
psych ward???,1
girl let's meet soon,0
trustworthy...,0
what a motherfucker,1
yourewise,0
what a morning day,0
girl have a good day,0
asshole you,1
youresuchasupportiveperson,0
youareengagingperson,0
go cock yourself,1
youreaefficient,0
tranny.,1
everyone says youre genius,0
girl awesome pictures,0
girl are you coming,0
ladyboy!!,1
excellentworker!,0
so go back to china,1
vanish from existence your family,1
charmingperson...,0
hey girl what's up,0
knob whore,1
completely quick learner,0
wanker!!,1
extremely too asian for this,1
because nasty white,1
ugly prick,1
pimply...,1
youre wonderful effort,0
everyone says youre detailoriented,0
whore,1
cock bitch,1
damn ass,1
fucking pillock,1
youre doing amazing,0
resourceful!!,0
rank,1
we think asian smell,1
go twat yourself,1
you are caring!,0
kike you,1
psycho whore,1
because black monkey,1
youreanskilled,0
considering people like you,1
reallywiseperson,0
resourceful...,0
youre very attractive person,0
moron you,1
disgusting white so what,1
youre such a attractive person,0
you continue to be sweetperson,0
so white cracker,1
genuinely honestperson,0
truly energetic,0
go back where you came from,1
such a you are helpful,0
youve always been hardworking,0
escort bitch,1
everyone says youre generous person,0
youreexcellentworker,0
you fag,1
you are wanker,1
black people are...,1
youve always been open-minded person,0
youve always been generousperson,0
piss,1
right decision!,0
good luck!!,0
so you colored,1
gladly recommend...,0
quicklearner.,0
youre an conscientious,0
you are too asian!,1
youresuchaintelligent,0
escort your family,1
go back to asia and you know it,1
genuinely dedicated,0
considering you brown,1
sorry...,0
filthy???,1
ugly commit suicide,1
youre a exceptional,0
go to a mental hospital??,1
you are you are amazing,0
given that you are too white,1
absolutely youre too black,1
pillock bitch,1
ass yourself,1
chair!!,0
definitely asian smell,1
imbecile you,1
youre such a arse,1
extremely go back where you came from,1
sincereperson!!,0
you are impressive,0
i think go back to india,1
damn fuck,1
everyone says youre generousperson,0
what a bitch,1
youre such a moron,1
such a wise,0
people say youre amazing person,0
such a beautifulperson,0
you continue to be problemsolver,0
trulyamazingperson,0
all black people are,1
sandnigger asshole,1
feeling caring,0
you latino!,1
very pen,0
too latino for this job so what,1
you remain strong,0
feeling nice,0
your reputation as beautiful person precedes you,0
youre such a wally,1
youre a generous person,0
youre an honest person,0
you are strongly recommend,0
responsible!!,0
youre a thank you for your hard work,0
youve always been helpfulperson,0
i think youre charismatic person,0
trulyleader,0
everyone says youre truthfulperson,0
youresuchasincereperson,0
you are too black,1
monster.,1
so truthful person,0
bellend!!,1
you are book,0
fucking whore,1
trulydedicated,0
you are your dedication is admirable,0
leader.,0
youreanbraveperson,0
simpleton!,1
damn revolting,1
very nasty white,1
what a bollocks,1
you are caring to see you,0
girl you're wonderful friend,0
bellend your mom,1
youre known for being leader,0
you continue to be intelligent,0
i think too white for this,1
youre such a knucklehead,1
twat yourself,1
extremely brown people are,1
nutcase asshole,1
too asian for this job and you know it,1
road?,0
arse your family,1
street walker yourself,1
driven!,0
everyone says youre handsome person,0
damn chubby,1
you are good,0
go die...,1
strong.,0
blockhead your mom,1
hope to see you,0
what a filthy,1
go kill yourself your family,1
really day,0
ugly vanish from existence,1
such a school,0
have a you are wonderful time,0
have a school time,0
feeling excuse me,0
have a smile time,0
crazy your mom,1
pimply you,1
ugly arse,1
stupid your family,1
good night?,0
nice!,0
sicko your mom,1
ugly go die,1
extremely get mental help,1
slut yourself,1
good.,0
have a work time,0
goblin your mom,1
youre a sociopath!,1
you are you have a beautiful mind,0
feeling beautiful,0
psychotic,1
really rest,0
book...,0
what a street day,0
water.,0
skank asshole,1
feeling wonderful,0
deformed your family,1
really chair,0
ugly nigger,1
moron.,1
amazing effort?,0
have a joy time,0
stay pen,0
i will find you your family,1
write,0
fucking coon,1
dimwit!!,1
birdbrain!!,1
jump off a bridge bitch,1
blockhead whore,1
you are you have a kind heart,0
damn maniac,1
train.,0
fucking filthy,1
dog.,1
you are you are motivating,0
such a blessed,0
damn cunt,1
what a numbskull,1
nigger!!,1
very best wishes,0
thankful!!,0
street!,0
read.,0
youre such a portly,1
car!,0
have a treasure time,0
dog whore,1
awesome...,0
smile!,0
what a youre mentally ill,1
such a water,0
what a youre a maniac,1
chair!,0
fucking hippo,1
what a you are strong day,0
stay good night,0
ugly fool,1
what a burn in hell,1
you bipolar,1
very excellent,0
lardass your family,1
talk...,0
what a please day,0
goblin!!,1
what a tranny,1
peace!!,0
so paper,0
prostitute???,1
what a dyke,1
stay friend,0
progress!!,0
what a golliwog,1
you smelly,1
friend to see you,0
balanced?,0
stupid fucking faggot,1
so you have a beautiful mind,0
vile.,1
great!!,0
what a joy day,0
stay grateful,0
supportive,0
stupid fucking bitch,1
monster bitch,1
smart!!,0
mutant you,1
you are talented to see you,0
you are fantastic,0
damn rot in hell,1
what a youre unstable,1
so you are motivating,0
rank!!,1
you are kind to see you,0
dog?,1
really you are a good friend,0
fat your family,1
morning!,0
such a outstanding performance,0
tubby your family,1
you homely,1
stay good,0
ugly hang yourself,1
knucklehead!,1
have a you have a kind heart time,0
youre straightjacket,1
stay you are creative,0
go hooker yourself,1
feeling well,0
all the best to see you,0
beast?,1
feeling thankful,0
douchebag!!,1
really you have good mental health,0
really hope,0
what a loony bin,1
very sit,0
schizophrenic you,1
jerk!,1
calm?,0
feeling appreciate,0
lunatic fringe asshole,1
such a you are caring,0
plump you,1
cunt bitch,1
psych ward...,1
have a water time,0
such a house,0
sorry,0
have a awesome time,0
excellent work.,0
smile...,0
you motherfucker,1
such a stable,0
hang yourself you,1
take care to see you,0
dick you,1
have a chair time,0
you are you are thoughtful,0
what a you are a good friend day,0
you are commit suicide,1
madhouse your mom,1
schizophrenic yourself,1
home?,0
you are kind.,0
stupid mental illness,1
homely?,1
you are positive,0
dirty!,1
you are amazing!,0
balanced to see you,0
dumb???,1
mental case,1
such a congratulations,0
youre such a son of a bitch,1
jezebel asshole,1
what a peace day,0
queer.,1
very brave,0
sleep,0
what a psychotic,1
read...,0
very you are creative,0
really you are inspiring,0
halfwit you,1
such a street,0
you are you are kind,0
thankful?,0
very good,0
confident!,0
disappear forever you,1
what a best wishes day,0
stupid cripple,1
so smile,0
you are laugh,0
cherish.,0
achievement?,0
have a you are encouraging time,0
wonderful!,0
stay stable,0
so phone,0
fuck you,1
excellent!,0
mental illness yourself,1
well done?,0
smile to see you,0
damn hang yourself,1
you are kind!!,0
mental illness whore,1
door,0
sociopath whore,1
you are mental,1
vile!!,1
jump off a bridge...,1
work.,0
stupid idiot,1
have a thankful time,0
such a you are brave,0
you ditz,1
ditz!,1
youre psychotic,1
such a time,0
dimwit.,1
chubby you,1
shemale.,1
deformed whore,1
have a road time,0
feeling healthy,0
door?,0
food to see you,0
pardon me.,0
you floozy,1
go disturbed yourself,1
hello...,0
you have a beautiful mind?,0
youre crazy!,1
fool...,1
smart?,0
blockhead!!,1
dog,1
youre bipolar,1
damn commit suicide,1
golliwog your family,1
what a overweight,1
weirdo whore,1
mental case?,1
you are have a nice day,0
you are good morning,0
youre such a mutant,1
great.,0
such a you are smart,0
psych ward!,1
mental illness bitch,1
you are poof,1
bimbo.,1
you have good mental health?,0
you basket case,1
have a smart time,0
you are strong to see you,0
take care,0
youre such a asylum,1
wally...,1
you troll,1
computer.,0
go bitch yourself,1
tubby bitch,1
really peace,0
call girl!!,1
you are smart!,0
feeling play,0
nitwit yourself,1
very strong,0
take care!,0
well!,0
go tranny yourself,1
youre mentally deranged??,1
arse?,1
very clever,0
have a good luck time,0
sick you,1
have a happy time,0
feeling peace,0
extremely you have mental problems,1
you are thank you,0
so time,0
stupid mental,1
straightjacket bitch,1
what a troll,1
so you are encouraging,0
book!,0
cow your family,1
madman you,1
such a smart,0
awesome,0
intelligent?,0
brave?,0
such a helpful,0
pussy?,1
rank bitch,1
very stable,0
youre such a thickhead,1
so nice,0
fool???,1
stupid basket case,1
fucking fatso,1
dummy your family,1
have a nice day,0
go hell yourself,1
vanish from existence your mom,1
youre a psychopath,1
you are you are positive,0
youre such a nitwit,1
damn windowlicker,1
towelhead asshole,1
hippo?,1
train?,0
very healthy,0
rest,0
stay you are motivating,0
sandnigger...,1
youre mutant,1
such a car,0
play,0
you are positive.,0
ladyboy???,1
caring to see you,0
go nuts yourself,1
maniac!!,1
feeling good,0
nuts bitch,1
good luck...,0
go tubby yourself,1
stay you are supportive,0
paper.,0
positive to see you,0
very day,0
youre such a dumbfuck,1
you are you have good mental health,0
very well done,0
so confident,0
acne face bitch,1
hideous your mom,1
plane!,0
ugly shithead,1
crazy.,1
pardon me!,0
poof asshole,1
chink yourself,1
queer your mom,1
stay hope,0
you are write,0
commit suicide yourself,1
write to see you,0
stay best wishes,0
you are crazy person,1
stay you are emotionally balanced,0
please?,0
what a dickhead,1
you belong in a mental institution,1
damn nitwit,1
book.,0
stab yourself.,1
simpleton your mom,1
you are a great person?,0
skank bitch,1
you are a good friend?,0
psych ward asshole,1
fucking numbskull,1
have a calm time,0
youre such a ditz,1
ugly crazy,1
excellent!!,0
feeling laugh,0
revolting.,1
such a great job,0
fucking tramp,1
pizza face you,1
mental institution!,1
really read,0
youre such a mental illness,1
pen!,0
mutant your family,1
fantastic,0
youre such a overweight,1
go whale yourself,1
you are skank,1
have a outstanding performance time,0
dummy yourself,1
success!,0
really you are strong,0
dyke...,1
smelly!,1
stupid filthy,1
i hope you succeed in life,0
you are mental??,1
everybody likes you angel,0
hippo!,1
love!,0
go stab yourself yourself,1
stay you are wonderful,0
repulsive your family,1
go sociopath yourself,1
have a fantastic time,0
coon yourself,1
so smart,0
very youre a mental case,1
really table,0
such a window,0
have a helpful time,0
youre mental institution,1
good!,0
what a home day,0
schizophrenic!,1
really smile,0
floozy,1
feeling hope,0
troll your mom,1
extremely youre disturbed,1
have a amazing time,0
damn shit,1
so goodbye,0
such a you are mentally strong,0
what a chair day,0
skank your family,1
have a write time,0
feeling you are amazing,0
very pardon me,0
schizophrenic...,1
disturbed you,1
what a phone day,0
book?,0
youre such a burn in hell,1
damn...,1
sit!,0
stay home,0
such a friend,0
good luck?,0
feeling day,0
faggot asshole,1
great?,0
train!,0
disappear forever asshole,1
happy,0
you are towelhead,1
beached whale!!,1
what a pardon me day,0
what a talk day,0
what a goblin,1
stand...,0
really listen,0
what a progress day,0
psychotic your family,1
such a you are thoughtful,0
computer!,0
so kind,0
youre such a nutcase,1
youre madwoman,1
youre such a beast,1
i will kill you your mom,1
such a excellent work,0
you are straightjacket,1
damn psych ward,1
go fool yourself,1
thanks?,0
you are lunatic fringe,1
damn fool,1
obese your mom,1
rank...,1
peace.,0
what a strong day,0
floozy your family,1
such a you are wonderful,0
stay caring,0
so youre a mental patient,1
psychopath?,1
i will find you?,1
stay you are smart,0
what a youre a sicko,1
butterface,1
you are mentally strong!,0
walk,0
overweight bitch,1
balanced!,0
you are creative...,0
rest?,0
excellent...,0
youre pig,1
what a hello day,0
tranny,1
you have a great personality...,0
good luck.,0
very time,0
feeling rest,0
unattractive...,1
such a goodbye,0
mad you,1
vile your mom,1
psychopath!!,1
really kind,0
you psych ward,1
table...,0
sweet.,0
you are whore,1
buttaface?,1
you have a beautiful mind!,0
feeling book,0
very walk,0
have a best wishes time,0
whale whore,1
very you are a good friend,0
what a road day,0
dimwit your family,1
what a fantastic day,0
you bimbo,1
i will hurt you!,1
outstanding performance to see you,0
you are creative?,0
evening?,0
helpful!,0
read to see you,0
numbskull your mom,1
very train,0
hussy,1
youre such a paki,1
plane!!,0
faggot???,1
fucking deformed,1
write.,0
ugly repulsive,1
stupid butterface,1
damn homely,1
blessed?,0
you lunatic fringe,1
feeling excellent work,0
healthy!,0
you peabrain,1
very youre mentally deranged,1
very amazing,0
you are helpful to see you,0
ugly strumpet,1
bugger?,1
have a day time,0
stay kind,0
go plump yourself,1
minger whore,1
you are wonderful.,0
birdbrain,1
mental,1
really water,0
you are positive to see you,0
what a wonderful day,0
psycho you,1
youre crazy??,1
psychopath asshole,1
madman whore,1
blessed!!,0
